category,name,address,postal_code,phone,phone2,website,email,hours,services,notes,rating,halal_status,languages
GAS STATIONS & AUTOMOTIVE,Pioneer,2044 Kipling Ave,,\u2014,,"24 hours, car wash",,,,"24 hours, car wash",,,
GAS STATIONS & AUTOMOTIVE,Pioneer,2088 Albion Rd,,(416) 674-7079,,24 hours,,,,24 hours,,,
GAS STATIONS & AUTOMOTIVE,Popular Car Wash,305 Rexdale Blvd (Esso),,"135 ft tunnel, Daily Wash Club",,,,,,,,,
GAS STATIONS & AUTOMOTIVE,Prime Auto Repairs,Rexdale,,\u2014,,"Est. 1999, MTO Safety",,,,"Est. 1999, MTO Safety",,,
GAS STATIONS & AUTOMOTIVE,R-T Auto Services,1128 Martin Grove Rd,,(416) 746-3232,,General repair,,,,General repair,,,
GAS STATIONS & AUTOMOTIVE,Radman Auto Repair,Rexdale area,,\u2014,,"25+ years, brakes, transmission",,,,"25+ years, brakes, transmission",,,
GAS STATIONS & AUTOMOTIVE,Rexdale Auto Collision,71 Brydon Drive,,(416) 745-0064,,Full body shop,,,,Full body shop,,,
GAS STATIONS & AUTOMOTIVE,Rexdale Auto Detailing,Rexdale area,,"Full detailing, pickup/delivery",,,,,,,,,
GAS STATIONS & AUTOMOTIVE,Shell,135 Rexdale Blvd,,(416) 743-7533,,"24 hours, car wash, ATM",,,,"24 hours, car wash, ATM",,,
GAS STATIONS & AUTOMOTIVE,Shell,1510 Albion Road,,(416) 740-5892,,"24 hours, pay at pump",,,,"24 hours, pay at pump",,,
GAS STATIONS & AUTOMOTIVE,Tow Master Toronto,\u2014,,"Flatbed, accident recovery",,,,,,,,,
GOVERNMENT & COMMUNITY SERVICES,175 Rexdale Blvd Food Bank,175 Rexdale Blvd,,416-999-9830,,By appointment,,,175 Rexdale Blvd Food Bank,By appointment,,,
GOVERNMENT & COMMUNITY SERVICES,BGC Albion Club,"21 Panorama Ct, Suite 14",,\u2014,,"Ages 6-21, breakfast clubs",,,BGC Albion Club,"Ages 6-21, breakfast clubs",,,
GOVERNMENT & COMMUNITY SERVICES,Canada Post,123 Rexdale Blvd (Shoppers),,1-866-607-6301,,Full postal,,,Canada Post,Full postal,,,
GOVERNMENT & COMMUNITY SERVICES,Canada Post,1530 Albion Rd (Shoppers),,1-866-607-6301,,Full postal,,,Canada Post,Full postal,,,
GOVERNMENT & COMMUNITY SERVICES,Canada Post,2141 Kipling Ave,,416-743-2251,,Full postal,,,Canada Post,Full postal,,,
GOVERNMENT & COMMUNITY SERVICES,Dejinta Beesha,"21 Panorama Ct, Unit 24",,(416) 743-1286,,"Somali, Arabic, Swahili",,,Dejinta Beesha,"Somali, Arabic, Swahili",,,
GOVERNMENT & COMMUNITY SERVICES,Delta Family Food Pantry,"2291 Kipling Ave, Unit 123",,416-747-1172,,No appointment,,,Delta Family Food Pantry,No appointment,,,
GOVERNMENT & COMMUNITY SERVICES,Delta Family Resource Centre,"2291 Kipling Ave, Unit 123",,416-747-1172,,12+ languages,,,Delta Family Resource Centre,12+ languages,,,
GOVERNMENT & COMMUNITY SERVICES,Ontario Works,"21 Panorama Ct, Suite 21",,416-338-3988,,Financial/social supports,,,Ontario Works,Financial/social supports,,,
GOVERNMENT & COMMUNITY SERVICES,Pathways to Education,8 Taber Road,,416-743-5552 x2222,,Grades 9-12 tutoring,,,Pathways to Education,Grades 9-12 tutoring,,,
GOVERNMENT & COMMUNITY SERVICES,Rexdale Women's Centre,"21 Panorama Ct, Suite 23",,416-745-0062,,18 languages,,,Rexdale Women's Centre,18 languages,,,
GOVERNMENT & COMMUNITY SERVICES,Salvation Army,2152 Kipling Ave,,416-743-1282,,"Mon 1-3pm, Tue 10am-3pm",,,Salvation Army,"Mon 1-3pm, Tue 10am-3pm",,,
GOVERNMENT & COMMUNITY SERVICES,Service Canada,"2291 Kipling Ave, Unit 114",,\u2014,,"Passport, EI, SIN",,,Service Canada,"Passport, EI, SIN",,,
GOVERNMENT & COMMUNITY SERVICES,ServiceOntario,"35 Woodbine Downs Blvd, Unit 3B",,416-326-1234,,"Licences, health cards",,,ServiceOntario,"Licences, health cards",,,
GOVERNMENT & COMMUNITY SERVICES,Thistletown Food Bank,Rexdale area,,\u2014,,Twice monthly,,,Thistletown Food Bank,Twice monthly,,,
GOVERNMENT & COMMUNITY SERVICES,YMCA Youth Resource Centre,"1530 Albion Rd, Unit 83",,416-741-8714,,Youth programs,,,YMCA Youth Resource Centre,Youth programs,,,
Gas Stations with Car Washes,Esso with Popular Car Wash \u2013 Rexdale Blvd,"305 Rexdale Blvd, Etobicoke, ON M9W 1R8",M9W 1R8,(416) 741-9117,,,,Open until 9:00 PM,,,,,
Gas Stations with Car Washes,Petro-Canada \u2013 Rexdale Blvd,"524 Rexdale Blvd, Etobicoke, ON M9W 7J9",M9W 7J9,,,,,,"Convenience store, car wash, Pay at Pump, Restrooms, Air Pump, ATM",,,,
Gas Stations with Car Washes,Pioneer \u2013 Kipling Ave,"135 Rexdale Blvd, Etobicoke, ON M9W 1P7",M9W 1P7,,,,,Shell \u2013 Rexdale Blvd & Kipling \u2b50 24 Hours,"Shop Select convenience store, Pay at Pump, Restrooms, Air Pump, ATM, Lotto",,,,
General Funeral Services,Lotus Funeral and Cremation Centre,,,,,,,,Complete funeral services (many at no charge),,24/7 | Rating: 4.4 stars,,"English, Somali"
General Funeral Services,Newediuk Funeral Home - Kipling Chapel,,,,,,,,"Family-owned 50+ years; all faiths; burial, cremation, memorial services, pre-planning",,24/7 | Rating: 4.4 stars,,
General Hair Salons,Domenic the Barber / Elmhurst Men's Hairstylist,"2294B Islington Ave, Etobicoke, ON M9W 3W8",M9W 3W8,(416) 741-7214,,,,,"Men's haircuts, beard trimming, shaving, head shave","Traditional barbering, all hair types; old-school experience",4.9/5 stars (34 reviews),,
General Hair Salons,First Choice Haircutters \u2013 Rexdale Shopping Centre,"2261 Islington Ave, Etobicoke (Rexdale Shopping Centre)",,(416) 742-4900,,,,Walk-ins welcome,"Men, women, and kids haircuts; no appointment needed","Family-friendly, affordable pricing",,,
General Hair Salons,GS Aesthetics Beauty Salon,"1170 Albion Road, Etobicoke, ON M9V 1A8",M9V 1A8,(416) 747-7161,,,,,"Box braids, twists, boho braids, crochet, wig installations, weaves, dreadlocks, quick weaves",Excellent reviews; specializes in African and Caribbean hair styling; locs maintenance available,,,
General Hair Salons,Snip & Style Salon,"2200 Islington Ave, Etobicoke",,(416) 646-1687,,www.snipandstyle.ca,,,"Haircuts, color, keratin treatments, blow dry, styling",$25 men's haircuts; popular with South Asian clientele,,,
General Hair Salons,The Makeoverhouse Salon and Barber Shop,"2200 Martin Grove Rd, Etobicoke, ON M9V 5H9",M9V 5H9,(416) 749-5201,,,,8:00 AM \u2013 9:00 PM,"Hair extensions, balayage, children's haircuts, curly hair, men's cuts",,4.9/5 stars \u2013 Highly rated unisex salon serving all ethnic hair types,,
Gurdwaras (Sikh Temples),Rexdale Singh Sabha Religious Centre,,,416-798-2277,,baps.org,,"9am-7pm daily, year-round; FREE admission",,,,,
HEALTH & MEDICAL,Albion Finch Medical,Albion/Finch area,,416-741-1500,,"Mon-Sun, new patients",,,,"Mon-Sun, new patients",,,
HEALTH & MEDICAL,Costco Pharmacy,Near Rexdale,,\u2014,,Rated 4.9/5,,,,Rated 4.9/5,,,
HEALTH & MEDICAL,Dr. Maria Marconi,"1530 Albion Rd, Unit 40",,416-744-0876,,Optometrist,,,,Optometrist,,,
HEALTH & MEDICAL,Dynacare,Rexdale area,,\u2014,,Net Check In online,,,,Net Check In online,,,
HEALTH & MEDICAL,Emiles Dental Care,Etobicoke,,\u2014,,"Pediatric, implants",,,,"Pediatric, implants",,,
HEALTH & MEDICAL,FYidoctors,2291 Kipling Ave,,\u2014,,"Digital imaging, dry eye",,,,"Digital imaging, dry eye",,,
HEALTH & MEDICAL,HearingLife,"135 Queens Plate Dr, Suite 201",,Full services,,,,,,,,,
HEALTH & MEDICAL,HearingLife - Rexdale,123 Rexdale Blvd,,"FREE hearing tests, 3-year warranty",,,,,,,,,
HEALTH & MEDICAL,IDA Rexdale Medical Pharmacy,2-123 Rexdale Blvd,,\u2014,,Integrated with clinic,,,,Integrated with clinic,,,
HEALTH & MEDICAL,Kipling Optical,Kipling area,,\u2014,,"Exams, prescription eyewear",,,,"Exams, prescription eyewear",,,
HEALTH & MEDICAL,LensCrafters,500 Rexdale Blvd (Woodbine),,\u2014,,"Exams, glasses",,,,"Exams, glasses",,,
HEALTH & MEDICAL,LifeLabs,Humber College Blvd,,1-877-849-3637,,"ECG, Holter, mobile service",,,,"ECG, Holter, mobile service",,,
HEALTH & MEDICAL,Organization,Address,,Phone,,Notes,,,,Notes,,,
HEALTH & MEDICAL,Revitamax Rehab & Wellness,123 Rexdale Blvd,,\u2014,,"Physio, chiro, massage",,,,"Physio, chiro, massage",,,
HEALTH & MEDICAL,Rexdale CHC Mental Health,8 Taber Road,,416-744-0066,,"Individual, couples, family",,,,"Individual, couples, family",,,
HEALTH & MEDICAL,Rexdale CHC Physiotherapy,8 Taber Road,,416-744-0066,,Free for uninsured,,,,Free for uninsured,,,
HEALTH & MEDICAL,Rexdale Chiropractic Centre,"96 Rexdale Blvd, Unit 3",,416-740-1060,,Multiple techniques,,,,Multiple techniques,,,
HEALTH & MEDICAL,Rexdale Dental Office,Rexdale area,,416-744-7699,,"6+ dentists, Invisalign",,,,"6+ dentists, Invisalign",,,
HEALTH & MEDICAL,Rexdale Doctors Clinic,1530 Albion Rd (Albion Centre),,416-744-3019,,Walk-in & family practice,,,,Walk-in & family practice,,,
HEALTH & MEDICAL,Rexdale Eye Care,2291 Kipling Ave,,416-740-8676,,20+ years serving community,,,,20+ years serving community,,,
HEALTH & MEDICAL,Rexdale Medical Clinic,2-123 Rexdale Blvd,,416-743-5853,,"Walk-in, online booking",,,,"Walk-in, online booking",,,
HEALTH & MEDICAL,Rexdale Women's Centre,"925 Albion Rd, Rm 309",,416-745-0062,,"18+ languages, crisis support",,,,"18+ languages, crisis support",,,
HEALTH & MEDICAL,Shoppers Drug Mart,1530 Albion Rd (Albion Centre),,416-741-7711,,"Full pharmacy, vaccines",,,,"Full pharmacy, vaccines",,,
HEALTH & MEDICAL,Shoppers Drug Mart,123 Rexdale Blvd,,\u2014,,8am-Midnight,,,,8am-Midnight,,,
HEALTH & MEDICAL,Shoppers Drug Mart,900 Albion Rd,,\u2014,,Diabetes educator,,,,Diabetes educator,,,
HEALTH & MEDICAL,Spinex Physiotherapy,103-1625 Albion Rd,,416-640-7362,,"Physio, chiro",,,,"Physio, chiro",,,
HEALTH & MEDICAL,TPH Dental (at Rexdale CHC),8 Taber Road,,416-744-0066,,FREE for eligible children/seniors,,,,FREE for eligible children/seniors,,,
HEALTH & MEDICAL,Walmart Pharmacy,2245 Islington Ave,,\u2014,,Full pharmacy,,,,Full pharmacy,,,
HEALTH & MEDICAL,West Humber Dentistry,"Rexdale, M9V 4N4",M9V 4N4,\u2014,,"Same-day crowns, CEREC",,,,"Same-day crowns, CEREC",,,
HEALTH & MEDICAL,Yorktown Family Services,1541 Jane St,,416-394-2424,,Youth mental health,,,,Youth mental health,,,
HVAC Companies,Enercare - Rexdale,,,416-640-1202,,,,,,,,,
HVAC Companies,Heating Ontario,,,647-591-2683,,heatingontario.ca/rexdale-hvac,,,,,,,
HVAC Companies,Smile HVAC,,,,,smilehvac.ca/rexdale,,,,,,,
Halal Butchers & Meat Shops,Al-Fateh Grocers & Halal Meat,,,416-747-7999,,,,Mon-Sun 11am-10pm,,,,,
Halal Butchers & Meat Shops,Al-Meezan Grocery And Halal Meat,,,416-745-1058,,,,Open until 7pm,,,,,
Halal Butchers & Meat Shops,Amin Foodmart Halal Meat Afghan Bakery,"26 Rexdale Blvd, Toronto, ON M9W 5Z3",M9W 5Z3,(416) 744-0585,,,,,"Afghan halal meats, bakery items, grocery",,4.8 stars (9 reviews),Halal certified,
Halal Butchers & Meat Shops,Insaf Grocery & Halal Meat,,,416-742-1441,,,,,,,,,
Halal Butchers & Meat Shops,New Kabul Halal Meat Inc,"5010 Steeles Ave W, Unit 15, Etobicoke, ON M9V 5C5",M9V 5C5,(416) 740-4655,,khmeat.com,,Mon-Fri 9:00 AM-7:00 PM; Sat-Sun 10:00 AM-7:00 PM,"Afghan halal meats—fresh beef, lamb, goat, chicken",,5/5 Yellow Pages,Halal certified,
Halal Butchers & Meat Shops,Salaama Halal Meat & Groceries,,,,,,,,,,,,
Halal Butchers & Meat Shops,Vene-rica Wholesale Meats,"101 Westmore Dr, Etobicoke, ON M9V 3Y6",M9V 3Y6,(416) 623-7878,,venericameats.com,,Daily until 8:00 PM,"Premium wholesale meats including halal products, AAA beef, lamb, poultry, sausage, chorizo",,,Sources from certified halal processing plants,
Handyman Services,A Maximum Construction (Rexdale),,,,,amaximumconstruction.com,,,"General repairs, plumbing, electrical, carpentry, painting, flooring, HVAC, fence/deck work",Hourly rate billing; residential and light commercial,,,
Handyman Services,Absolute Home Services,,,,,absolutehomeservices.ca,,,Notes: 2-year guarantee on all services,,,,
Handyman Services,Mr. Handyman of Toronto Central,,,,,mrhandyman.ca/toronto-central,,,"Furniture assembly, tile laying, drywall repair, flooring, door/window repairs",25+ years franchise; bonded and insured,,,
Handyman Services,Odd Job Handyman Services,,,,,oddjob.ca/toronto,,,"Small carpentry, TV mounting, weatherstripping, door repairs, wall patching, furniture assembly",Full-service maintenance plans; 10+ years of reviews,,,
Hearing Aid Clinics,HearingLife - Toronto Rexdale,,,,,hearinglife.ca/centers/ontario/rexdale,,,,,,,
Hearing Aid Clinics,Sense of Hearing - Etobicoke,,,416-241-4327,,,,"Mon-Thu 9am-5pm, Fri 9am-4pm",,,,,
Hindu Temples,Toronto Hindu Dharmic Sabha (Shri Krishna Mandir),,,,,shrikrishnamandir.org,,,,,,,
Home Healthcare/PSW Services,Approved Healthcare (Rexdale Headquarters),"301 Rexdale Blvd, 2nd Floor, Etobicoke, ON M9W 1R8",M9W 1R8,416-746-8840,,approvedhealthcare.ca,,24/7 or as per request; Office 8am-8pm,"Personal care (bathing, dressing, grooming), senior care, companionship, respite care, chronic illness care, dementia/Alzheimer's care, meal prep, light housekeeping, medication reminders, transportation",Background-checked caregivers; free consultations; assists with government-funded program applications,,,
Home Healthcare/PSW Services,Home Instead - Etobicoke/North York,,,,,homeinstead.ca/location/3006,,,Senior home care,Part of global network (1200+ offices worldwide),,,
Home Healthcare/PSW Services,IntegraCare Home Care,,,416-421-4243,905-916-5454,integracarehomecare.ca,,,"At-home nursing (RNs, RPNs), PSW services, dementia care, palliative care, wound care, physiotherapy, massage therapy, 24/7 live-in care",30 years in industry; 100% of caregivers dementia-trained,,,
Home Healthcare/PSW Services,Right at Home - Toronto/Etobicoke,,,,,rightathomecanada.com/toronto,,,"In-home care, elder care, daily living assistance, medical assistance, companionship, live-in care",Highly rated; personalized care plans,,,
Home Healthcare/PSW Services,Spectrum Health Care,,,,,spectrumhealthcare.com,,,"Personal/home support, PSWs, hygiene assistance, mobility, meal prep, medication reminders",,,,
Home Improvement,Canadian Tire - Vetiver Drive,,,416-247-2196,,,,8am-9pm daily,,,,,
Home Improvement,The Home Depot - Rexdale,,,416-746-1357,,,,"Tue-Fri 6am-9pm, Sat 7am-8pm, Sun 8am-8pm, Mon CLOSED","Full-service with tool rental, garden center, pro services",,,,
Hookah/Shisha Lounges,Albion Smoke And Gift Shop,"361 Albion Rd, Etobicoke, ON M9W 3P3",M9W 3P3,416-742-1811,,,,,,,,,
Hookah/Shisha Lounges,Midnight Cafe & Shisha Lounge (Godka),"17-2965 Islington Ave, Toronto, ON M9L 2K8",M9L 2K8,647-922-7592,,,,,,,,,
Hookah/Shisha Lounges,Vape Tender (Hookah Supplies),"40 Rexdale Blvd, Etobicoke, ON M9W 5Z3",M9W 5Z3,647-350-6822,,,,Open until 7pm,,,,,
Humber College (Polytechnic),Humber North Campus,,,416-675-6622,,humber.ca,,,,,,,
ISA Certified Arborists Serving Rexdale,Davey Tree Expert Co. of Canada - West Toronto Office,"10 Jethro Rd, Downsview, ON M3L 1G9",M3L 1G9,(416) 241-7191,,www.daveytree.ca/local-offices/west-toronto-tree-service/,,,"Tree health inspection and treatment, tree trimming and pruning, tree and shrub fertilization (Arbor Green PRO\u00ae), tree removal, storm prep and support systems, cabling and bracing, tree risk assessments, emergency storm response, consulting arborist services, arborist reports",,Note: Operating since 1930 in West Toronto; part of major North American company (since 1880),,
ISA Certified Arborists Serving Rexdale,Heritage Tree Care (TO Arborist),,,,,www.toarborist.com,,,### Tree Removal and Trimming Services,,,,
ISA Certified Arborists Serving Rexdale,Jack of All Trees,"310 North Queen St, Unit #101N, Etobicoke, ON M9C 5K4",M9C 5K4,(437) 747-6690,,jackofalltrees.ca,,"7am-7pm, 7 days a week","Tree pruning/trimming, tree and shrub removal, emergency tree removal, cabling and bracing, tree planting, stump grinding, plant health care, pest and disease control, fertilization and soil management, arborist reports",,Reviews: 10/10 ratings on HomeStars,,
ISA Certified Arborists Serving Rexdale,Local Arborist Inc.,"466 The Kingsway, Etobicoke, ON M9A 3W4",M9A 3W4,(416) 907-2107,,localarborist.ca,info@localarborist.ca,24 hours (emergency services),"Tree removal, stump grinding and removal, emergency tree removal (24/7), tree pruning and trimming, corrective tree trimming, cabling and bracing, deep root fertilization, tree injections, tree health care (insect and disease management), tree planting and transplanting, arborist reports and consulting, construction arborist reports, tree risk assessment",,,,
ISA Certified Arborists Serving Rexdale,Tree Doctors Inc.,"343 Olivewood Rd, Etobicoke, ON M8Z 2Z6",M8Z 2Z6,(416) 201-8000,,treedoctors.ca,,,"Tree removal, tree planting, mosquito and tick treatments, tree trimming and pruning, emergency storm and tree removal, arborist reporting and consulting, stump grinding and removal, commercial property tree services, forest management planning (MFTIP), tree and deep root fertilization, mulch and wood chip delivery, soil aeration, storm damage tree restoration, tree risk assessments, tree protection zone (TPZ) installation",,,,
ISA Certified Arborists Serving Rexdale,Vista Tree,,,(416) 757-0505,,vistatree.ca,,,"Tree care, maintenance, pruning, removal, arborist reports, hedge trimming",,,,
IT Services/Computer Repair,Canada Computer Service(s),"7-306 Rexdale Blvd, Etobicoke, ON M9W 1R6",M9W 1R6,416-748-7979,,canadacomputerservice.com,,Mon-Sat 10:30am-7:30pm,"Computer/laptop repair, data recovery, used computers/laptops sales, components/accessories",Known for fair pricing and data recovery expertise,,,
IT Services/Computer Repair,Computer Time Repairs & Sales,"1123 Albion Road, Etobicoke, ON M9V 1A9",M9V 1A9,416-748-1881,,,,,Computer repairs and sales,,,,
IT Services/Computer Repair,Etobicoke PC Repair,,,,,etobicokepcrepair.ca,,,"Computer builds/repairs, screen replacement, hardware troubleshooting, business computer support",5-star reviews; appointment-based service,,,
IT Services/Computer Repair,Tenecom - IT Support Services,Response: 98% of issues addressed within 30 minutes,,,,tenecom.com/it-support-etobicoke/,,,"Managed IT (24/7), network support/monitoring, cybersecurity with SOC, backup/recovery, virtualization, IT consulting",,,,
Immigration Consultants (RCIC Licensed),Cardoso Immigration Consulting Inc.,,,,,,,,"Express Entry, PNP, Family Sponsorship, Appeals",,,,
Immigration Consultants (RCIC Licensed),Humber Valley Immigration Services,,,905-672-3131,,,,,,,,,"English, Punjabi"
Important Notes,Government Funding Programs (Medical Equipment),"Geographic Note: Some businesses listed serve Rexdale from nearby locations (South Etobicoke, Mississauga) with delivery/service to the area. Businesses confirmed within strict Rexdale boundaries are noted with specific addresses.",,,,,,"Verification: All information current as of December 2025. Hours, services, and contact details may change \u2014 always verify directly with businesses before visiting.",,,,,
Independent Gyms in Rexdale,National Gym & Fitness Centre,,,,,,,,,,Operating since 1998; dedicated women-only second floor,,
Independent Gyms in Rexdale,New Century Fitness,,,,,,,,,,,,
Independent Print Shops,Print Three Rexdale,,,,,,,,"Print/copy, sign printing, fax, mailbox services",,,,"English, French"
Insurance Brokers,Desjardins Financial Security (DFSIN) - Toronto West,,,,,,,,,,,,
Insurance Brokers,Filip Ambroziak Insurance,,,,,,,,,,,,
Insurance Brokers,Humberview Insurance Brokers,,,,,,,,,,,,
Insurance Brokers,Norstar Insurance Brokers Inc.,,,,,,,,,,,,
Insurance Brokers,Vijay Salhotra - Desjardins Agent,,,,,,,,,,,,"English, Hindi, Chinese, Cantonese, Spanish"
"Internet Cafes, Gaming & Pool Halls",Nearest Options Outside Rexdale,Business | Address | Phone | Hours,,,,,,"Fabric House | 500 Rexdale Blvd (Woodbine Mall), M9W 6K5 | 416-674-5200 | Mall hours",Lock-Up Services | 416-255-3500 | Operating since 1967,,"Snap Photo Studio | 500 Rexdale Blvd #K6A (Woodbine Centre), M9W 6K5 | 647-348-9400 | Portraits, weddings, 4.7/5 rating",,
Janitorial Supply Stores,Golden Supplies Ltd,,,,,goldensupplies.ca,,,,,,,
Janitorial Supply Stores,Roy Turk Industrial Sales Ltd,,,,,royturk.com,,,"Factory-certified inspections, free on-site demos",,,,
Janitorial Supply Stores,Viking Wholesales,,,,,vikingwholesales.com,,,,Warehouse-style wholesale rates,,,
Jewelers & Watch Repair,Watch Repair,Shop | Address | Phone | Services,,,,"KMG Appliance Repair | Via website | Whirlpool authorized, 90-day warranty",,,#### Appliance Repair (Mobile Services),,,,
Jewelry Stores,Arain Jewellers,"500 Rexdale Blvd (Woodbine Centre Upper Level), Etobicoke, ON M9W 6K5",M9W 6K5,(647) 430-8748,,arainjewellers.com,,Mon-Fri 10AM-8PM; Sat 10AM-7PM; Sun 11AM-7PM,"Custom engagement rings/wedding bands, diamonds/gold/silver/timepieces",Canadian-owned since 1998,,,
Jewelry Stores,Aziz Jewellers,"2643 Islington Ave, M9V 2X4",M9V 2X4,416-740-6666,,"Gold, kada designs, Indian/Punjabi jewelry",,,,,,,
Jewelry Stores,Daniel Watches & Jewellery,"1530 Albion Rd (The Albion Centre), Etobicoke, ON M9V 1B4",M9V 1B4,(416) 746-2277,,,,,"Diamonds loose/certified, engagement/wedding rings, gold/silver/platinum/pearls/watches, custom design/repair",,,,
Jewelry Stores,GSV Jewellery Mart,"5010 Steeles Ave W #17A, M9V 5C6",M9V 5C6,416-746-3795,,,,,,,,,
Jewelry Stores,Gold Plaza Jewellers,"500 Rexdale Blvd (Woodbine Centre), Etobicoke, ON M9W 6K5",M9W 6K5,(416) 674-5200,,,,,Gold jewelry,,,,
Jewelry Stores,Instagram: @ishwarjewellers.to,,,,,,,,,,,,
Jewelry Stores,Kam's Jewellery & Watches,"2267 Islington Ave, M9W 3W7",M9W 3W7,416-741-3892,,,,,,,,,
Jewelry Stores,Leda-S Fine Jeweller,"8 Westmore Dr, M9V 3Z7",M9V 3Z7,416-743-5706,,,,,,,,,
Jewelry Stores,Nikhaar Jewellers,"2660 Islington Ave, M9V 2X5",M9V 2X5,416-741-8952,,Indian bridal and casual jewelry,,,,,,,
Jewelry Stores,Omesh Custom Jewellery Shop,"6640 Finch Ave W, Etobicoke, ON M9W 0B3",M9W 0B3,(416) 825-1219,,omesh.com,,,Custom pendants/rings/chains/West Indian bangles/cricket bands/nameplate pendants/mangalsutras,Owner 6th generation goldsmith - 400+ years family tradition,,,
Jewelry Stores,Patel's Fine Jewellery,"1105 Albion Rd, M9V 1A9",M9V 1A9,416-746-8088,,Gold and silver ornaments,,,,,,,
Jewelry Stores,Peoples Jewellers,"500 Rexdale Blvd (Woodbine Centre K002), Etobicoke, ON M9W 6K5",M9W 6K5,(416) 213-0404,,peoplesjewellers.com,,,"Diamond jewelry/engagement/wedding bands/gold/watches, custom design/repair",,,,
Jewelry Stores,Phung Jewellery,"4 Westmore Dr, M9V 3Z7",M9V 3Z7,416-745-2839,,,,,,,,,
Jewelry Stores,Sam's Watches,"500 Rexdale Blvd (Woodbine Centre), Etobicoke, ON M9W 6K5",M9W 6K5,(416) 674-7317,,,,,Watch sales/repair/battery,,,,
Jewelry Stores,Sky Jewellery,"500 Rexdale Blvd (Woodbine Centre), Etobicoke, ON M9W 6K5",M9W 6K5,(416) 674-7317,,,,,General jewelry/watch repair,,,,
Jewelry Stores,Sky Jewellery & Gifts (Albion),"1530 Albion Rd (The Albion Centre), Etobicoke, ON M9V 1B4",M9V 1B4,(416) 744-2809,,,,,Jewelry and gifts,,,,
Jewelry Stores,Store,Address,,Phone,,Specialty,,,,,,,
Jewelry Stores - South Asian Gold,Baadshah Jewellers,"2630 Islington Ave, Etobicoke, ON M9V 2X3",M9V 2X3,(416) 746-5100,,baadshahjewellers.ca,,,"22K/24K/diamond/custom jewelry, 22K gold sourced from Dubai",Family-run,,,
Jewelry Stores - South Asian Gold,Ishwar Jewellers,"2617 Islington Ave, Etobicoke, ON M9V 2X4",M9V 2X4,(416) 747-7100,,ishwarjewellers.co,,Tue-Sun 11AM-7:30PM; Mon closed,"Silver/gold/diamonds/bracelets/necklace sets/astrology stones/24K/10K, custom designs/repairs/polishing",,,,
Jewelry Stores - South Asian Gold,Raj's Jewellery/Raj's Fine Jewellers,"2650 Islington Ave, Etobicoke, ON M9V 2X5",M9V 2X5,(416) 743-0100,,,,Tue-Sun 12:30PM-7PM; Mon closed,"Indian fashion/traditional jewelry/gold/custom/engagement/wedding bands, custom design by GIA certified designer",Over two decades; ONLY store in area with GIA certified designer,,,
Jewelry Stores - South Asian Gold,Randhawa Jewellers Ltd.,"1066A Albion Rd, Etobicoke, ON M9V 1A7",M9V 1A7,(416) 744-7534,,,,,"Indian/South Asian jewelry, 22K gold, custom/diamond jewelry, custom CAD designs, diamond grading education",,,,
Junk Removal Services,1-800-GOT-JUNK? (Etobicoke/Toronto),,,,,1800gotjunk.com,,,"Full-service junk removal, furniture, appliances, renovation debris; donation/recycling programs",Same-day service available; serves entire Etobicoke including Rexdale,,,
Junk Removal Services,1-800-Rid-Of-It (Etobicoke),,,1-800-743-6348,,ridofittoronto.com,,,### Snow Removal Services,Same-day service; 10% discount for curbside pickup,,,
Junk Removal Services,JUSTJUNK Etobicoke,,,416-744-8080,,justjunk.com,,"Mon-Fri 7am-9pm, Sat-Sun 7am-8pm","Trash removal, furniture, appliances, household junk, renovation debris",Free estimates; 100% licensed and insured; partners with local charities,,,
Junk Removal Services,RMS DISPOSAL (Rexdale),,,,,dumpsterrentalsdepot.ca,,,Notes: Serves Rexdale area specifically; customized disposal services,,,,
LCBO Locations,LCBO - Albion Mall,,,416-740-1857,,,,"Mon-Sat 10am-9pm, Sun 11am-6pm",,,,,
LCBO Locations,LCBO - Queens Plate Drive,,,416-745-5550,,,,,,,,,
LCBO Locations,LCBO - Silver Reign Drive (New 2023),,,647-251-0330,,,,"Mon-Sat 10am-9pm, Sun 11am-6pm",,,,,
Landscaping Companies,Green FX Landscaping Inc,"100 Rexdale Blvd, Unit 201, Etobicoke, ON M9W 1N7",M9W 1N7,(416) 747-7277,,greenfxlandscaping.com,,,"Full landscaping, lawn mowing, spring/fall cleanup, garden beds, outdoor living spaces, landscape lighting, irrigation, walkways, patios, fences, decks, retaining walls, snow removal",Residential and commercial; WSIB compliant,,,
Landscaping Companies,My Landscapers Inc,,,(416) 838-2229,,mylandscapers.ca,,,"Lawn mowing, fertilization, weed control, garden design, hardscaping, irrigation systems",Top-rated certified company; 100% transparent pricing,,,
Landscaping Companies,TruGreen (Rexdale),,,,,local.trugreen.ca/lawn-care/ontario/rexdale-on,,,"Lawn care, fertilization, weed control, grub control, aeration, tree/shrub care, organic options",Scientific lawn care approach; satisfaction guaranteed,,,
Law Offices/Legal Clinics,Matthew Jeffery Immigration Law,Business | Address | Phone | Notes,,,,matthewjeffery.com,,,### Notary Services,,,,
Law Offices/Legal Clinics,Rexdale Community Legal Clinic,"21 Panorama Court, Suite 24, M9V 4E3",M9V 4E3,416-741-5201,,rexdalecommunitylegalclinic.ca,,,"FREE legal aid for low-income - housing, employment, immigration, welfare",,,,
